name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Marcus Whitman,,1704 Gray St,,Richland,WA,99352,3881,Benton County,,(509) 943-2450,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 943-2450,(509)735-1062 - 201,46.2722,-119.2943
Children's Center,,1549 Georgia Ave,,Richland,WA,99352,4756,Benton County,,(509) 735-1062,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 735-1062,(509)735-1062 - 201,46.2339,-119.2297
Martin Luther King Center,,205 S Wehe Ave,,Pasco,WA,99301,4351,Franklin County,,(509) 544-9446,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 544-9446,(509)735-1062 - 201,46.2313,-119.0738
Benton City Site,,313 #B Third Street,,Benton City,WA,99320,-1,Benton County,,(509) 588-5250,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 588-5250,(509)735-1062 - 201,46.2578,-119.4792
Sunset Ridge,,6215 Burden Blvd,,Pasco,WA,99301,8991,Franklin County,,(509) 792-1162,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 792-1162,(509)735-1062 - 201,46.2713,-119.1719
Jason Lee,,1750 McMurray Ave,,Richland,WA,99354,2407,Benton County,,(509) 967-6475,,10CH010811,0,Benton Franklin Head Start,"1549 Georgia Avenue S.E., Suite B",,Richland,WA,99352,4756,Benton County,(509) 967-6475,(509)735-1062 - 201,46.2954,-119.2946
Angels on Earth I,,13439 Lorain Ave,,Cleveland,OH,44111,3433,Cuyahoga County,,(216) 476-2273,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 476-2273,(216)696-9077 - 302,41.4567,-81.7838
Carl B. Stokes Head Start,,1883 Torbenson Dr,,Cleveland,OH,44112,1308,Cuyahoga County,,(216) 692-4010,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 692-4010,(216)696-9077 - 302,41.552,-81.5536
George L. Forbes Early Learning  Center,,14209 Euclid Ave,,East Cleveland,OH,44112,3809,Cuyahoga County,,(216) 541-7878,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 541-7878,(216)696-9077 - 302,41.5288,-81.5839
Excell Early Learning Center,,3031 Monticello Blvd,,Cleveland Heights,OH,44118,1250,Cuyahoga County,,(216) 321-5224,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 321-5224,(216)696-9077 - 302,41.5186,-81.57
Brightside Academy Ridge,,3546 Ridge Rd,,Cleveland,OH,44102,5444,Cuyahoga County,,(216) 271-5698,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 271-5698,(216)696-9077 - 302,41.4603,-81.7384
Louis Stokes Head Start,,4075 E 173rd St,,Cleveland,OH,44128,1700,Cuyahoga County,,(216) 295-2700,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 295-2700,(216)696-9077 - 302,41.4488,-81.5582
Willard Head Start,,2220 W 95th St,,Cleveland,OH,44102,3762,Cuyahoga County,,(216) 651-5154,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 651-5154,(216)696-9077 - 302,41.4708,-81.7486
William Patrick Day Head Start,,2421 Community College Ave,,Cleveland,OH,44115,3118,Cuyahoga County,,(216) 736-2934,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 736-2934,(216)696-9077 - 302,41.4956,-81.6711
ECSD Prospect,,1865 Garfield Rd,,East Cleveland,OH,44112,4513,Cuyahoga County,,(216) 268-6670,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 268-6670,(216)696-9077 - 302,41.5218,-81.588
Bedford Heights Nursery,,21881 Libby Rd,,Bedford Heights,OH,44146,1258,Cuyahoga County,,(216) 233-6477,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 233-6477,(216)696-9077 - 302,41.4183,-81.5258
Chapelside Academy,,13211 Chapelside Ave,,Cleveland,OH,44120,4605,Cuyahoga County,,(216) 991-4499,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 991-4499,(216)696-9077 - 302,41.4536,-81.5897
Union Miles,,9250 Miles Park Ave,,Cleveland,OH,44105,5166,Cuyahoga County,,(216) 341-3266,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 341-3266,(216)696-9077 - 302,41.4468,-81.6221
H. Barbara Booker,,2121 W 67th St,,Cleveland,OH,44102,4316,Cuyahoga County,,(216) 961-1753,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 961-1753,(216)696-9077 - 302,41.4734,-81.7314
Lakeview Terrace,,1290 W 25th St,,Cleveland,OH,44113,1137,Cuyahoga County,,(216) 696-5468,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 696-5468,(216)696-9077 - 302,41.4933,-81.7087
Brightside Broadway Academy,,7710 Broadway Ave,,Cleveland,OH,44105,2022,Cuyahoga County,,(216) 991-4840,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 991-4840,(216)696-9077 - 302,41.4542,-81.6343
Brightside Kinsman,,14001 Kinsman Rd,,Cleveland,OH,44120,4820,Cuyahoga County,,(216) 991-4840,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 991-4840,(216)696-9077 - 302,41.4646,-81.5841
Fundamental Academy,,12500 Buckeye Rd,,Cleveland,OH,44120,2652,Cuyahoga County,,(216) 295-0650,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 295-0650,(216)696-9077 - 302,41.4802,-81.5962
Adlai E. Stevenson,,18300 S Woodland Rd,,Cleveland,OH,44120,1779,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4742,-81.5507
Artemus Ward Elemenatary  School,,4315 W 140th St,,Cleveland,OH,44135,2128,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4364,-81.7902
Wade Park Elementary School,,7600 Wade Park Ave,,Cleveland,OH,44103,3304,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.5154,-81.6345
Day Care for Future Scholars LLC,,6540 Carnegie Ave,,Cleveland,OH,44103,4620,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.5016,-81.6454
A. J. Rickoff Elementary School,,3500 E 147th St,,Cleveland,OH,44120,4834,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.463,-81.5793
Nathan Hale ElementarySchool,,3588 Martin Luther King Jr Dr,,Cleveland,OH,44105,2465,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4604,-81.608
Patrick Henry Elementary School,,11901 Durant Ave,,Cleveland,OH,44108,2621,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.5341,-81.6022
Good Beginnings,,5467 Warrensville Center Rd,,Cleveland,OH,44137,1930,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4145,-81.536
Euclid Early Learning Center,,22800 Fox Ave,,Euclid,OH,44123,2068,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.6028,-81.5221
Greater Achievement 1,,14220 Harvard Ave,,Cleveland,OH,44128,1831,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.449,-81.5822
Villa Head Start,,5620 Broadway Ave,,Cleveland,OH,44127,1754,Cuyahoga County,,(216) 470-4857,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 470-4857,(216)696-9077 - 302,41.4665,-81.6513
Brightside St. Clair,,10548 Saint Clair Ave,,Cleveland,OH,44108,1953,Cuyahoga County,,(216) 268-1800,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 268-1800,(216)696-9077 - 302,41.5394,-81.6139
Authentic Experience,,14721 Harvard Ave,,Cleveland,OH,44128,1901,Cuyahoga County,,(216) 812-7228,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 812-7228,(216)696-9077 - 302,41.4496,-81.5777
Bright Start Maple,,16200 Broadway Ave,,Maple Heights,OH,44137,2527,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4136,-81.5678
Bright Start Cleveland,,4477 E 131st St,,Cleveland,OH,44105,6970,Cuyahoga County,,(216) 662-0036,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 662-0036,(216)696-9077 - 302,41.4377,-81.5909
Care-A-Lot,,4698 Rocky River Dr,,Cleveland,OH,44135,3202,Cuyahoga County,,(216) 205-4984,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 205-4984,(216)696-9077 - 302,41.4277,-81.8269
Cirque-Du-Kids,,8706 Garfield Blvd,,Garfield Hts,OH,44125,1320,Cuyahoga County,,(216) 640-2477,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 640-2477,(216)696-9077 - 302,41.4288,-81.6241
Developing Characters,,2157 Saint Clair Ave NE,,Cleveland,OH,44114,4018,Cuyahoga County,,(216) 436-5900,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 436-5900,(216)696-9077 - 302,41.5097,-81.6791
Greater Achievement 2,,4035 E 141st St,,Cleveland,OH,44128,1803,Cuyahoga County,,(216) 785-9982,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 785-9982,(216)696-9077 - 302,41.4494,-81.5838
Great Expectations,,771 E 260th St,,Euclid,OH,44132,2332,Cuyahoga County,,(216) 410-6075,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 410-6075,(216)696-9077 - 302,41.6064,-81.5022
Jireh Learning Center,,7724 Detroit Ave,,Cleveland,OH,44102,2812,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4822,-81.7383
Kiddie Kastle,,11411 Lake Ave,,Cleveland,OH,44102,6105,Cuyahoga County,,(216) 862-3552,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 862-3552,(216)696-9077 - 302,41.4879,-81.766
Komfort Kids Zone,,25580 Aurora Rd,,Bedford Heights,OH,44146,2524,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.4088,-81.4982
Lexington Bell,,7724 Lexington Ave,,Cleveland,OH,44103,4151,Cuyahoga County,,(216) 391-4100,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 391-4100,(216)696-9077 - 302,41.5109,-81.6349
I am Creative Kids Learning Center,,23210 Emery Rd,,Cleveland,OH,44128,5139,Cuyahoga County,,(216) 831-2273,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,(216) 831-2273,(216)696-9077 - 302,41.4349,-81.5151
Carnival Child Development,,1690 Lander Rd,,Mayfield Hts,OH,44124,3301,Cuyahoga County,,,,05CH010828,0,Step Forward (formerly Council for Economic Opportunities in Greater Cleveland),1801 Superior Ave E,Ste 400,Cleveland,OH,44114,2135,Cuyahoga County,,(216)696-9077 - 302,41.5144,-81.4638
Lewisburg UMC,,3147 US 40,,Lewisburg,OH,45338,-1,Preble County,,(513) 887-3710,,05CH010824,0,Butler County Educational Service Center,400 N Erie Blvd,,Hamilton,OH,45011,-1,Butler County,(513) 887-3710,(937)452-1090,39.853,-84.5708
National Trail,,6940 Oxford Gettysburg Rd,,New Paris,OH,45347,9030,Preble County,,(513) 887-3710,,05CH010824,0,Butler County Educational Service Center,400 N Erie Blvd,,Hamilton,OH,45011,-1,Butler County,(513) 887-3710,(937)452-1090,39.8377,-84.7207
Preble County East,,506 Aukerman St,,Eaton,OH,45320,1919,Preble County,,(937) 456-3253,,05CH010824,0,Butler County Educational Service Center,400 N Erie Blvd,,Hamilton,OH,45011,-1,Butler County,(937) 456-3253,(937)452-1090,39.7494,-84.626
TWIN VALLEY SOUTH,,100 Education Dr,,West Alexandria,OH,45381,1184,Preble County,,(937) 452-1090,,05CH010824,0,Butler County Educational Service Center,400 N Erie Blvd,,Hamilton,OH,45011,-1,Butler County,(937) 452-1090,(937)452-1090,39.7471,-84.537
Camden Early Childhood Center,,8263 US Route 127,,Camden,OH,45311,8798,Preble County,,(937) 452-1090,,05CH010824,0,Butler County Educational Service Center,400 N Erie Blvd,,Hamilton,OH,45011,-1,Butler County,(937) 452-1090,(937)452-1090,39.6257,-84.6529
Askewville Elementary School,,121 Askewville Rd,,Windsor,NC,27983,7953,Bertie County,,(252) 794-2260,,04CH010653,0,"CHOANOKE AREA DEVELOPMENT ASSOCIATION, INC",120 Sessoms Dr,,Rich Square,NC,27869,9603,Northampton County,(252) 794-2260,(252)539-4155 - 426,36.1194,-76.96
Kantner HSSAP,,3598 Whistler Rd,,Stoystown,PA,15563,6337,Somerset County,,(814) 893-5339,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 893-5339,(814)445-9628 - 247,40.1047,-78.9336
Meyersdale,,1345 Shaw Mines Rd,,Meyersdale,PA,15552,7223,Somerset County,,(814) 634-5712,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 634-5712,(814)445-9628 - 247,39.7992,-79.0423
Conemaugh Township Head Start,,916 Miller Picking Rd,Kaufman Mennonite Church,Davidsville,PA,15928,9013,Somerset County,,(814) 701-0329,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 701-0329,(814)445-9628 - 247,40.234,-78.9182
Windber Head Start,,821 Sugar Maple Dr,,Windber,PA,15963,4212,Somerset County,,(814) 619-4836,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 619-4836,(814)445-9628 - 247,40.2168,-78.8107
Tech Center,,281 Technology Dr,,Somerset,PA,15501,4309,Somerset County,,(814) 445-9628,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 445-9628,(814)445-9628 - 247,40.0047,-79.03
Salisbury,,196 Smith St,,Salisbury,PA,15558,9015,Somerset County,,(814) 662-4620,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 662-4620,(814)445-9628 - 247,39.7519,-79.0843
Shade,,235 McGregor Ave,,Cairnbrook,PA,15924,9729,Somerset County,,(814) 754-6164,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 754-6164,(814)445-9628 - 247,40.1184,-78.8153
Berlin,,1025 Main St,,Berlin,PA,15530,1426,Somerset County,,(814) 444-2600,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 444-2600,(814)445-9628 - 247,39.9216,-78.9466
Eagle View,,191 Discovery Ln,,Somerset,PA,15501,8700,Somerset County,,(814) 445-9628,,03CH010814,0,"TABLELAND SERVICES, INC",535 East Main Street,,Somerset,PA,15501,2163,Somerset County,(814) 445-9628,(814)445-9628 - 247,40.0016,-79.0987
Genesee Early Learning Center,,3700 S Genesee St,,Seattle,WA,98118,1388,King County,,(206) 588-2584,,10CH010829,0,Children's Home Society of Washington,12360 Lake City Way NE,Ste 450,Seattle,WA,98125,5452,King County,(206) 588-2584,(206)695-3200,47.5644,-122.2857
Highline Early Learning Center,,2400 S 240th St,,Des Moines,WA,98198,2714,King County,,(206) 824-1378,,10CH010829,0,Children's Home Society of Washington,12360 Lake City Way NE,Ste 450,Seattle,WA,98125,5452,King County,(206) 824-1378,(206)695-3200,47.3865,-122.3005
CAPCA Lonoke Center,,215 Waggoner St,,Lonoke,AR,72086,2919,Lonoke County,,(855) 267-8338,,06CH010825,0,Community Action Program for Central Arkansas,707 Robins Street Suite 118,,Conway,AR,72034,6517,Faulkner County,(855) 267-8338,(501)329-0977 - 2104,34.787,-91.894
CAPCA Stuttgart Head Start/Early Head Start,,1201 S Main St,,Stuttgart,AR,72160,5307,Arkansas County,,(855) 267-8329,,06CH010825,0,Community Action Program for Central Arkansas,707 Robins Street Suite 118,,Conway,AR,72034,6517,Faulkner County,(855) 267-8329,(501)329-0977 - 2104,34.5138,-91.5523
CAPCA Gould Head Start Center,,110 N. Joslyn,,Gould,AR,71643,476,Lincoln County,,(855) 267-8325,,06CH010825,0,Community Action Program for Central Arkansas,707 Robins Street Suite 118,,Conway,AR,72034,6517,Faulkner County,(855) 267-8325,(501)329-0977 - 2104,33.9877,-91.5639
England Head Start/Early Head Start Center,,301 S Washington Ave,,England,AR,72046,1943,Lonoke County,,(501) 842-0700,,06CH010825,0,Community Action Program for Central Arkansas,707 Robins Street Suite 118,,Conway,AR,72034,6517,Faulkner County,(501) 842-0700,(501)329-0977 - 2104,34.5411,-91.9753
Madison,,2900 W Woodlawn Ave,,San Antonio,TX,78228,5014,Bexar County,,(210) 438-6565,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6565,(210)206-5500,29.4556,-98.5516
Carroll,,463 Holmgreen Rd,,San Antonio,TX,78220,3319,Bexar County,,(210) 978-7965,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 978-7965,(210)206-5500,29.4069,-98.4131
JT Brackenridge,,1214 Guadalupe St,,San Antonio,TX,78207,5517,Bexar County,,(210) 978-7950,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 978-7950,(210)206-5500,29.4183,-98.5134
Cardenas,,3300 Ruiz St,,San Antonio,TX,78228,6226,Bexar County,,(210) 444-7826,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 444-7826,(210)206-5500,29.4392,-98.5531
Carvajal,,225 Arizona Ave,,San Antonio,TX,78207,6411,Bexar County,,(210) 978-7970,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 978-7970,(210)206-5500,29.4137,-98.5414
De Zavala,,2311 San Luis St,,San Antonio,TX,78207,4736,Bexar County,,(210) 978-7975,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 978-7975,(210)206-5500,29.4227,-98.5247
Knox,,302 Tipton Ave,,San Antonio,TX,78204,2739,Bexar County,,(210) 228-3365,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 228-3365,(210)206-5500,29.3936,-98.5008
Schenck,,101 Kate Schenck Ave,,San Antonio,TX,78223,3305,Bexar County,,(210) 438-6865,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6865,(210)206-5500,29.3618,-98.4365
Stafford Head Start,,611 SW 36th St,,San Antonio,TX,78237,2607,Bexar County,,(210) 444-7903,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 444-7903,(210)206-5500,29.421,-98.5732
Tynan,,925 Gulf,,San Antonio,TX,78202,3266,Bexar County,,(210) 738-9835,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 738-9835,(210)206-5500,29.4265,-98.4464
Neal,,3407 Capitol Ave,,San Antonio,TX,78201,2503,Bexar County,,(210) 738-9810,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 738-9810,(210)206-5500,29.4834,-98.5146
Bowden,,515 Willow,,San Antonio,TX,78202,1255,Bexar County,,(210) 738-9770,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 738-9770,(210)206-5500,29.4321,-98.4695
Hirsch,,4826 Seabreeze Dr,,San Antonio,TX,78220,4809,Bexar County,,(210) 978-7985,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 978-7985,(210)206-5500,29.401,-98.3988
Huppertz,,247 Bangor Dr,,San Antonio,TX,78228,4727,Bexar County,,(210) 438-6580,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6580,(210)206-5500,29.455,-98.5743
Maverick,,107 Raleigh Pl,,San Antonio,TX,78201,3113,Bexar County,,(210) 438-6550,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6550,(210)206-5500,29.4778,-98.5474
Arnold,,467 Freiling,,San Antonio,TX,78213,3907,Bexar County,,(210) 438-6530,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6530,(210)206-5500,29.4915,-98.5371
Nelson,,1014 Waverly Ave,,San Antonio,TX,78201,6045,Bexar County,,(210) 438-6555,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6555,(210)206-5500,29.4474,-98.5276
Foster,,6718 Pecan Valley Dr,,San Antonio,TX,78223,3120,Bexar County,,(210) 438-6855,,06CH010821,0,City of San Antonio,100 W Houston St,Fl 9,San Antonio,TX,78205,1414,Bexar County,(210) 438-6855,(210)206-5500,29.3599,-98.4442
Neil Armstrong Elementary School,,7111 Apple Valley Dr,,San Antonio,TX,78242,2001,Bexar County,,(210) 623-8787,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 623-8787,(210)977-7051,29.357,-98.6223
Roy P. Benavidez Elementary School,,8340 Interstate 35 S,,San Antonio,TX,78224,1305,Bexar County,,(210) 977-7175,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 977-7175,(210)977-7051,29.34,-98.5488
"Miguel Carrillo, Jr. Elementary School",,500 Price Ave,,San Antonio,TX,78211,3401,Bexar County,,(210) 977-7550,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 977-7550,(210)977-7051,29.3606,-98.5585
Five Palms Elementary School,,7138 Five Palms Dr,,San Antonio,TX,78242,1622,Bexar County,,(210) 645-3850,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 645-3850,(210)977-7051,29.3589,-98.6148
